"","Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue","issue","MissingPercentage","ImputationPercentage"
"564","P09960","15cm vs 50cm",0.0985188596299243,0.193371460093174,0.509479835247941,2,0.661066787286307,0.753662435330412,NA,0.345454545454545,0.345454545454545
"565","P09972","15cm vs 50cm",0.246257240396339,0.0837271297351168,2.94118813311062,2,0.0987692115424301,0.260225471797917,NA,0.285714285714286,0.285714285714286
"566","P0C7P4; P47985","15cm vs 50cm",-0.00231241669463533,0.277978718055072,-0.00831868249056823,2,0.994117904960449,0.997180768223972,NA,0,0
"567","P0CB38; Q13310","15cm vs 50cm",-1.03377981044517,0.0366688116708575,-28.1923455748843,0,NA,NA,NA,0.4,0
"568","P0DMN0; P50225; P50226","15cm vs 50cm",-1.06914754484541,0.213079142182395,-5.01760770150945,1,0.125236240179022,0.288771435998013,NA,0.4,0
"569","P0DMV9","15cm vs 50cm",-0.590733759032009,0.139207210607825,-4.24355718682007,2,0.0512962143681608,0.219913408356714,NA,0.2,0.2
"570","P0DMV9; P34931","15cm vs 50cm",0.201154115353498,0.137807456112975,1.45967512228505,1,0.382382412419948,0.525286026464775,NA,0.4,0.2
"571","P0DP25","15cm vs 50cm",0.339605675730821,0.266059302110354,1.27642849934997,2,0.32998138310108,0.478084915503727,NA,0.216666666666667,0.216666666666667
"572","P0DPB6","15cm vs 50cm",0.305738390622317,0.33602752295747,0.909861156405967,2,0.458937860415744,0.590914906151119,NA,0,0
"573","P0DPH8; A6NHL2; Q6PEY2; Q71U36; Q9NY65; P68363; Q9BQE3; P68366","15cm vs 50cm",-1.90901887682574,0.688486151325188,-2.77277745260567,1,0.220353321433089,0.383640351066471,NA,0.2,0
"574","P0DPH8; A6NHL2; Q71U36; Q9NY65; P68363; Q9BQE3; P68366","15cm vs 50cm",-1.79637969145857,0.325735509446737,-5.51484145683021,2,0.0313425428648531,0.193053122132433,NA,0.333333333333333,0.333333333333333
"575","P0DPH8; Q6PEY2; Q71U36; P68363; P68366","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"576","P0DPH8; Q6PEY2; Q71U36; P68363; Q9BQE3","15cm vs 50cm",4.28865282097123,0.0972922786121285,44.080094352283,2,0.000514256583690198,0.104755783092445,NA,0.2,0.2
"577","P0DPH8; Q6PEY2; Q71U36; P68363; Q9BQE3; P68366","15cm vs 50cm",4.84504746705772,0.2022050168199,23.9610645831458,1,0.0265535174134861,0.188673511394405,NA,0.3,0.1
"578","P0DPH8; Q6PEY2; Q71U36; Q9NY65; P68363; P68366","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"579","P0DPH8; Q6PEY2; Q71U36; Q9NY65; P68363; Q9BQE3; P68366","15cm vs 50cm",-0.835244539798114,0.136047817171962,-6.13934539458566,2,0.0255199046156664,0.188083161137146,NA,0.133333333333333,0.133333333333333
"580","P0DPH8; Q6PEY2; Q71U36; Q9NY65; Q9BQE3","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"581","P0DPH8; Q71U36; Q9NY65; P68363; Q9BQE3; P68366","15cm vs 50cm",1.25550691504162,0.399002429575279,3.14661471204085,2,0.0878873449564495,0.251661788280486,NA,0.2,0.2
"582","P10109","15cm vs 50cm",-1.62237145403642,0.0737569469276192,-21.9961850594022,1,0.0289223662322866,0.188712513229921,NA,0.2,0
"583","P10114; Q9Y3L5; P61225","15cm vs 50cm",-0.318847773467297,0.211408859193819,-1.50820440866661,1,0.372733045342714,0.515761147745019,NA,0.2,0
"584","P10155","15cm vs 50cm",-1.29518202513024,0.459567009502373,-2.81826588582302,2,0.106218242670309,0.268968194495149,NA,0,0
"585","P10301","15cm vs 50cm",-0.074605913120737,0.31652446982883,-0.235703461287155,2,0.835600197727877,0.890291187761492,NA,0.333333333333333,0.333333333333333
"586","P10515","15cm vs 50cm",-0.278775367496043,0.392905013586978,-0.709523568943542,2,0.55156484968318,0.656748324152543,NA,0.35,0.35
"587","P10599","15cm vs 50cm",-2.05200187092482,0.610662431298984,-3.36028837824501,2,0.078301392107738,0.242255705385574,NA,0.2,0.2
"588","P10606","15cm vs 50cm",-0.5347214572994,0.163589459453051,-3.26867916238124,2,0.0822177221445437,0.246429130768789,NA,0.1,0.1
"589","P10619","15cm vs 50cm",-1.61329279154667,0.079437487449102,-20.3089604587551,1,0.0313214466618992,0.193053122132433,NA,0.2,0
"590","P10620","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"591","P10644","15cm vs 50cm",-0.45106792997257,0.353923594617561,-1.27447826828268,2,0.330546104284571,0.478423657476652,NA,0.333333333333333,0.333333333333333
"592","P10768","15cm vs 50cm",-0.242682759175009,0.085350614017208,-2.84336278033196,2,0.104634149434779,0.267633250911179,NA,0.15,0.15
"593","P10809","15cm vs 50cm",0.70165536117394,0.0741302874888489,9.4651644414503,2,0.0109785658954054,0.159245301862278,NA,0.253333333333333,0.253333333333333
"594","P11021","15cm vs 50cm",0.27479431812683,0.103457531877694,2.65610742049874,2,0.117319267070729,0.281640843404075,NA,0.24,0.24
"595","P11047","15cm vs 50cm",-0.0719261374285528,0.230869473357962,-0.311544598696388,1,0.807731769267819,0.868311651962905,NA,0.4,0.2
"596","P11142","15cm vs 50cm",-0.225100645687057,0.0381656230410323,-5.89799478564909,2,0.0275638856832365,0.188673511394405,NA,0.214285714285714,0.214285714285714
"597","P11166","15cm vs 50cm",-0.148055736574193,0.194951380045601,-0.759449543468539,2,0.526890535488763,0.64213023014914,NA,0.32,0.32
"598","P11172","15cm vs 50cm",-0.457599468222257,0.117118450435504,-3.90715097852369,2,0.0596999079966785,0.229028930453054,NA,0.4,0.4
"599","P11177","15cm vs 50cm",-0.12055936854801,0.134952844340896,-0.893344405868707,2,0.465939961651125,0.596895543902705,NA,0.288888888888889,0.288888888888889
"600","P11216","15cm vs 50cm",0.196208439511783,0.147850903366722,1.32706960217292,2,0.315717444818186,0.467828385397039,NA,0.327272727272727,0.327272727272727
"601","P11216; P11217","15cm vs 50cm",-0.793479196250821,0.115830026880725,-6.85037565490598,1,0.092280301105546,0.255899758063829,NA,0.2,0
"602","P11233","15cm vs 50cm",0.621228238819077,0.400328394274451,1.55179659425603,2,0.260887713733109,0.416491730289033,NA,0.4,0.4
"603","P11274","15cm vs 50cm",-0.993637095201652,0.0669803623582307,-14.8347524590474,1,0.0428492572077492,0.208928611762049,NA,0.4,0
"604","P11277; Q01082","15cm vs 50cm",-1.06603145939045,0.00882546027399763,-120.790466026037,1,0.00527032678642003,0.138058330416681,NA,0.2,0
"605","P11277; Q01082; O15020","15cm vs 50cm",0.0750634107836466,0.0434749805101602,1.72658871614914,0,NA,NA,NA,0.4,0
"606","P11279","15cm vs 50cm",-1.05370992248385,0.14994584480799,-7.02726990423209,2,0.0196550307114831,0.18049868215255,NA,0,0
"607","P11310","15cm vs 50cm",-0.784525933511224,0.301920182385191,-2.59845475487399,2,0.121660688747636,0.285034017794617,NA,0.2,0.2
"608","P11387","15cm vs 50cm",0.377279572598414,0.194257808764625,1.94215910803127,2,0.191607414068862,0.351791459628139,NA,0.266666666666667,0.266666666666667
"609","P11413","15cm vs 50cm",-0.232369824328775,0.0141423764191266,-16.4307480894449,2,0.00368366782290108,0.12166781113611,NA,0.32,0.32
"610","P11441","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"611","P11498","15cm vs 50cm",-0.548474697114623,0.111338084233667,-4.92620922022989,2,0.0388234336577729,0.205698361557724,NA,0.26,0.26
"612","P11586","15cm vs 50cm",-0.801159800723431,0.168433544581179,-4.75653352018192,2,0.0414696440430795,0.207712788514677,NA,0.246153846153846,0.246153846153846
"613","P11684","15cm vs 50cm",-0.717371645098543,0.302288567218482,-2.37313521877279,2,0.140967042889157,0.307135650807255,NA,0.2,0.2
"614","P11766","15cm vs 50cm",0.735179193795989,0.0937378881017178,7.84292465601769,2,0.015871134604994,0.172630578498048,NA,0.4,0.4
"615","P11908; P21108","15cm vs 50cm",-0.337154489054251,0.172040046430317,-1.95974423426357,2,0.189093544791663,0.349612353711201,NA,0,0
"616","P11908; P21108; P60891","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"617","P11940","15cm vs 50cm",-0.65577347339888,0.127192267175887,-5.15576526749107,2,0.0356216077015969,0.201443285240545,NA,0.133333333333333,0.133333333333333
"618","P11940; Q4VXU2; Q96DU9","15cm vs 50cm",0.249503941489237,0.0749088428359835,3.33076753081793,1,0.185682124708008,0.347144841845406,NA,0.2,0
"619","P12004","15cm vs 50cm",0.466737807101631,0.0693909103111424,6.726209600203,2,0.0213965582339746,0.181950582892642,NA,0.4,0.4
"620","P12035; P19013","15cm vs 50cm",-0.739054612736668,0.126607611188117,-5.83736321853953,2,0.0281154124279679,0.188673511394405,NA,0.3,0.3
"621","P12081","15cm vs 50cm",-0.427548901738882,0.221063748995241,-1.9340525241345,2,0.1927813903924,0.352534995497223,NA,0.3,0.3
"622","P12081; P49590","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"623","P12236","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"624","P12236; P05141","15cm vs 50cm",0.0236619441950125,0.303114467318778,0.0780627345316641,2,0.944885211687859,0.96825242690496,NA,0.4,0.4
"625","P12236; P05141; P12235","15cm vs 50cm",-1.448606448724,0.341263582230456,-4.24483163206602,0,NA,NA,NA,0.4,0
"626","P12236; P05141; P12235; Q9H0C2","15cm vs 50cm",0.060092094387046,0.133353326129111,0.450623138779948,2,0.696401091337571,0.783365294747446,NA,0.133333333333333,0.133333333333333
"627","P12236; P12235","15cm vs 50cm",-0.978631660183982,0.164364731418716,-5.95402463616686,0,NA,NA,NA,0.4,0
"628","P12268","15cm vs 50cm",0.219277593057444,0.0587485740942262,3.7324751526011,2,0.0648735249166297,0.233551552055302,NA,0.3,0.3
"629","P12270","15cm vs 50cm",-0.41470125461495,0.164515495890152,-2.52074281739301,2,0.12787738003091,0.290850847395652,NA,0.25,0.25
"630","P12277","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"631","P12429","15cm vs 50cm",-0.283758238185777,0.111350191218582,-2.54834082528655,2,0.125619756311345,0.288771435998013,NA,0.31304347826087,0.31304347826087
"632","P12532","15cm vs 50cm",-0.262099958349694,0.123918398347814,-2.11510124278747,2,0.168702559935231,0.333245417220196,NA,0.254545454545455,0.254545454545455
"633","P12814","15cm vs 50cm",0.263952970507753,0.10991064302048,2.40152330342176,2,0.138309372586339,0.303083711657948,NA,0.286666666666667,0.286666666666667
"634","P12814; O43707","15cm vs 50cm",0.370665282487372,0.0464323264761543,7.98291428877099,2,0.0153320011622431,0.172630578498048,NA,0.3,0.3
"635","P12814; P35609","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"636","P12814; P35609; O43707","15cm vs 50cm",-0.539777345027281,0.0821829447579146,-6.56799712662155,2,0.0224049863928868,0.183672532335932,NA,0.266666666666667,0.266666666666667
"637","P12814; Q08043; O43707","15cm vs 50cm",-0.671119994341332,0.067980719291863,-9.87221084643131,2,0.0101052963959023,0.155125478432034,NA,0,0
"638","P12814; Q08043; P35609; O43707","15cm vs 50cm",0.365008395973207,0.226858455963039,1.60896976232915,2,0.24889770479233,0.408378595551994,NA,0.228571428571429,0.228571428571429
"639","P12931","15cm vs 50cm",-0.0114344571265491,0.140656455620322,-0.0812935110309789,2,0.942611543727345,0.96766293160118,NA,0.2,0.2
"640","P12955","15cm vs 50cm",0.188431263509982,0.521613559384821,0.361246865844925,2,0.752506732089065,0.823681891263539,NA,0.2,0.2
"641","P12956","15cm vs 50cm",0.144528081823564,0.0509842673398186,2.8347584336215,2,0.105173455070816,0.268410194967961,NA,0.283333333333333,0.283333333333333
"642","P13010","15cm vs 50cm",0.0725861724794693,0.0767952439383193,0.945190987839942,2,0.444330724683515,0.577325952995285,NA,0.2625,0.2625
"643","P13073","15cm vs 50cm",-1.23406663867116,0.309422331314083,-3.98829209718063,2,0.0574987789835004,0.227713479076978,NA,0.4,0.4
"644","P13196","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"645","P13489","15cm vs 50cm",0.461643554110195,0.101070691834277,4.56753135584686,2,0.0447409246335499,0.211544745310914,NA,0.214285714285714,0.214285714285714
"646","P13639","15cm vs 50cm",0.254698414709769,0.00778636664744274,32.7108170270173,2,0.000933273452015548,0.111943694586497,NA,0.2,0.2
"647","P13639; Q15029","15cm vs 50cm",-0.807970729095988,0.0811393450005917,-9.95781675449926,1,0.063718038001344,0.233551552055302,NA,0.2,0
"648","P13646","15cm vs 50cm",-0.490263759513726,0.0905549297944587,-5.41399303855157,2,0.032464295911657,0.195951629839133,NA,0.0818181818181818,0.0818181818181818
"649","P13647","15cm vs 50cm",0.240192580734101,0.0710452039839805,3.38084159471567,2,0.0774596653209327,0.241822708584117,NA,0.175609756097561,0.175609756097561
"650","P13667","15cm vs 50cm",0.745910515815861,0.105754379470644,7.05323523762826,2,0.0195147841916408,0.18049868215255,NA,0.260606060606061,0.260606060606061
"651","P13674","15cm vs 50cm",0.149651988848325,0.0150402356862881,9.95010929148935,2,0.00995003342294609,0.155125478432034,NA,0.266666666666667,0.266666666666667
"652","P13693","15cm vs 50cm",0.727547603256303,0.0323230434569441,22.5086354948424,2,0.00196796863651105,0.115715792372169,NA,0.35,0.35
"653","P13726","15cm vs 50cm",0.244911917801996,0.408735402897855,0.599194285754592,2,0.60987787420671,0.707694335701167,NA,0.266666666666667,0.266666666666667
"654","P13796; P13797","15cm vs 50cm",-0.0677723539446321,0.573939299177662,-0.118082790360821,2,0.916792406618096,0.94971358849211,NA,0.4,0.4
"655","P13797","15cm vs 50cm",0.11110713628887,0.0980427039675563,1.13325246849207,2,0.374672062727586,0.517188147156976,NA,0.28,0.28
"656","P13798","15cm vs 50cm",1.21012237701815,0.0223291031885514,54.19484906311,2,0.000340300234250801,0.104755783092445,NA,0.285714285714286,0.285714285714286
"657","P13804","15cm vs 50cm",-0.0999855717955119,0.145539161633841,-0.68700115263178,2,0.563045902239245,0.66797585174557,NA,0.314285714285714,0.314285714285714
"658","P13807","15cm vs 50cm",0.970808302381779,0.526381094924915,1.84430693226218,1,0.316299467711211,0.468386281295548,NA,0.4,0.2
"659","P13861","15cm vs 50cm",-0.0654662673638799,0.111843481003883,-0.585338249277195,2,0.617566524220848,0.715159608078919,NA,0.333333333333333,0.333333333333333
"660","P13928","15cm vs 50cm",-0.520393127557674,0.247913061203542,-2.09909524343463,2,0.170661418737563,0.334425944370512,NA,0,0
"661","P13929","15cm vs 50cm",1.09937870954695,1.38437871192239,0.794131475786942,2,0.510377571304765,0.629906106550266,NA,0.266666666666667,0.266666666666667
"662","P13929; P09104; P06733","15cm vs 50cm",1.76860325224667,1.68030829595981,1.05254687874788,2,0.402949483492286,0.544674894945978,NA,0.3,0.3
"663","P13987","15cm vs 50cm",-0.383112440130766,0.436453647846227,-0.877784942390367,2,0.472638346504518,0.602428854409282,NA,0.133333333333333,0.133333333333333
"664","P14174","15cm vs 50cm",8.31290071056718,0.112962984863443,73.5895985806,1,0.00865041532271027,0.155125478432034,NA,0.2,0
"665","P14209","15cm vs 50cm",0.252738537570789,0.198901758283186,1.27067020298007,1,0.424469552135156,0.562095356952947,NA,0.4,0
"666","P14314","15cm vs 50cm",-0.296352676601497,0.0718439669770804,-4.12494867795982,2,0.0540502158444713,0.221547557391277,NA,0.155555555555556,0.155555555555556
"667","P14324","15cm vs 50cm",-0.628430795999145,0.110226286471804,-5.7012788520268,2,0.0294142586718746,0.189364676590967,NA,0.2,0.2
"668","P14406","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"669","P14550","15cm vs 50cm",-0.462038202833597,0.302278273753586,-1.52851939074605,2,0.26598030923731,0.419838206028617,NA,0.3,0.3
"670","P14618","15cm vs 50cm",1.30973860156256,0.167331330443285,7.82721680448526,2,0.015933383779362,0.172630578498048,NA,0.265217391304348,0.265217391304348
"671","P14618; P30613","15cm vs 50cm",6.63076524464512,0.0200986449679687,329.911058940172,1,0.001929664997395,0.115715792372169,NA,0.2,0
"672","P14625","15cm vs 50cm",-0.0343586847920766,0.14371217516006,-0.23907984660179,2,0.833310202034432,0.888682241664235,NA,0.246153846153846,0.246153846153846
"673","P14625; P08238","15cm vs 50cm",0.185304166715721,0.0709406914394704,2.61209981120398,2,0.120613046851121,0.284602198048209,NA,0.266666666666667,0.266666666666667
"674","P14625; Q58FF3","15cm vs 50cm",-1.43788574909615,0.126470921619962,-11.3692992086902,2,0.00764765449405336,0.15424706611907,NA,0.35,0.35
"675","P14678; P63162","15cm vs 50cm",-0.262260490960282,0.412960307480751,-0.635074330896819,2,0.590344478605343,0.690300188169101,NA,0.266666666666667,0.266666666666667
"676","P14854","15cm vs 50cm",0.70775648026365,0.135886771656594,5.20842810256952,1,0.120759247701895,0.284602198048209,NA,0.4,0.2
"677","P14866","15cm vs 50cm",-0.188074289126578,0.136772687782432,-1.37508659203767,2,0.3028807581957,0.45442083471231,NA,0.292307692307692,0.292307692307692
"678","P14868","15cm vs 50cm",-0.0427117288215998,0.124241550538067,-0.343779747086407,2,0.763789938115831,0.833258625641924,NA,0.311111111111111,0.311111111111111
"679","P14923","15cm vs 50cm",-0.589588061063028,0.144575176729364,-4.07807255990219,2,0.0551983469656152,0.225059418896422,NA,0.236363636363636,0.236363636363636
"680","P14923; P35222","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"681","P14927","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"682","P15104","15cm vs 50cm",-0.064514536749241,0.17253468732446,-0.373922124006972,2,0.744381213580074,0.816524132247527,NA,0.309090909090909,0.309090909090909
"683","P15121","15cm vs 50cm",-0.00974852956186674,0.0947904552747016,-0.102842944826202,2,0.92747058338502,0.957091354963199,NA,0.2,0.2
"684","P15153","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"685","P15170","15cm vs 50cm",-0.233683399945803,0.127635313268041,-1.83086791548868,1,0.318254262725089,0.469070931948101,NA,0.2,0
"686","P15170; Q8IYD1","15cm vs 50cm",-0.953063116435331,0.186392464314885,-5.11320626581372,2,0.0361851248145526,0.203079209212136,NA,0.2,0.2
"687","P15291","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"688","P15311","15cm vs 50cm",-0.114214763311888,0.145733229328943,-0.783724918728637,2,0.515278599113787,0.632983396608482,NA,0.289655172413793,0.289655172413793
"689","P15374","15cm vs 50cm",0.208291602222816,0.260266542994936,0.800301106035239,2,0.507493662907684,0.628575031394898,NA,0.32,0.32
"690","P15407","15cm vs 50cm",-0.717325240887356,0.127747716835654,-5.61517073381581,0,NA,NA,NA,0.4,0
"691","P15428","15cm vs 50cm",-0.338850133279009,0.160323971451241,-2.11353380415768,2,0.168893031469686,0.333245417220196,NA,0.32,0.32
"692","P15531","15cm vs 50cm",-0.167316999780549,0.186020133054394,-0.899456403096022,2,0.463335878848083,0.594397790187907,NA,0.2,0.2
"693","P15531; O60361; P22392","15cm vs 50cm",-1.52775263445354,0.361273536593361,-4.22879751686085,2,0.0516276133503943,0.219913408356714,NA,0,0
"694","P15531; P22392","15cm vs 50cm",-0.845425149413478,0.180948645775808,-4.67218279412239,2,0.0428847067688705,0.208928611762049,NA,0.133333333333333,0.133333333333333
"695","P15559","15cm vs 50cm",-0.966575346302331,0.126427853721,-7.64527212836626,0,NA,NA,NA,0.4,0
"696","P15880","15cm vs 50cm",0.0279776950975119,0.061245357507378,0.456813319999668,2,0.692622187248726,0.779884369930754,NA,0.22,0.22
"697","P15924","15cm vs 50cm",0.0129671218449208,0.144595736713793,0.0896784520735038,2,0.936714869070974,0.964215531442073,NA,0.286666666666667,0.286666666666667
"698","P15927","15cm vs 50cm",-0.890864183859792,0.0405561144317414,-21.9662114170029,0,NA,NA,NA,0.4,0
"699","P15941","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"700","P15954","15cm vs 50cm",-1.03105362072922,0.0788902285556148,-13.0694718421605,0,NA,NA,NA,0.4,0
"701","P16070","15cm vs 50cm",-0.200138018965108,0.03037748771436,-6.58836638654946,2,0.0222712481027347,0.183672532335932,NA,0.0666666666666667,0.0666666666666667
"702","P16144","15cm vs 50cm",0.218363869225993,0.264931508301503,0.824227630099345,2,0.496461886395912,0.620645441084083,NA,0.32,0.32
"703","P16152","15cm vs 50cm",0.724634084119066,0.206520778868486,3.50877082727118,2,0.0725023028061971,0.238941139059413,NA,0.342857142857143,0.342857142857143
"704","P16220; P18846","15cm vs 50cm",-0.713418193729514,0.159754144107456,-4.46572574198542,0,NA,NA,NA,0.4,0
"705","P16278","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"706","P16333","15cm vs 50cm",-0.75477735305497,0.132311574582162,-5.70454516499065,2,0.0293820538289919,0.189364676590967,NA,0,0
"707","P16401","15cm vs 50cm",-0.550568688335448,0.245914989651278,-2.23885778217988,2,0.154544876978987,0.321018255518923,NA,0.228571428571429,0.228571428571429
"708","P16402; P10412; P16403","15cm vs 50cm",-0.900673290108956,0.0942146174472806,-9.55980414199466,2,0.010765751864469,0.159245301862278,NA,0,0
"709","P16402; P10412; P16403; Q02539; P22492","15cm vs 50cm",-0.647846028991233,0.187436861883758,-3.45634269844427,2,0.0744769922289477,0.24041122207439,NA,0.0333333333333333,0.0333333333333333
"710","P16403","15cm vs 50cm",0.137772074921969,0.415525888165095,0.331560749512748,1,0.796183390521967,0.857992096755074,NA,0.2,0
"711","P16422","15cm vs 50cm",0.104816111596878,0.079623550343475,1.31639585455219,2,0.318660697248584,0.469070931948101,NA,0.12,0.12
"712","P16615","15cm vs 50cm",1.65723616364884,0.325745044395801,5.0875253274312,0,NA,NA,NA,0.4,0
"713","P16615; O14983","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"714","P16615; Q93084","15cm vs 50cm",0.396167892581225,0.940342624927955,0.421301642698136,2,0.714494445483757,0.795472809603068,NA,0.2,0.2
"715","P16930","15cm vs 50cm",-0.587567828818304,0.0997637208155103,-5.88959417326539,2,0.0276393408716225,0.188673511394405,NA,0.266666666666667,0.266666666666667
"716","P16949","15cm vs 50cm",0.4307910424095,0.176318841922933,2.44325018081616,2,0.134527684933125,0.298237931870226,NA,0.166666666666667,0.166666666666667
"717","P16949; Q93045","15cm vs 50cm",-1.44951562426149,0.206541880997322,-7.01802277224485,1,0.090105575094765,0.253936251070002,NA,0.4,0.2
"718","P16949; Q9H169; Q93045","15cm vs 50cm",0.128104264203405,0.0467330458863643,2.74119227141544,1,0.222691226809529,0.386235392617135,NA,0.2,0
"719","P16989","15cm vs 50cm",-0.354697368043393,0.14898308281295,-2.3807895590986,2,0.140243522171805,0.306833687560447,NA,0.0666666666666667,0.0666666666666667
"720","P16989; P67809","15cm vs 50cm",-1.18603161539384,0.343877904665965,-3.44899046813119,2,0.0747600978641783,0.24041122207439,NA,0.266666666666667,0.266666666666667
"721","P16989; Q9Y2T7; P67809","15cm vs 50cm",-0.820498000427978,0.417622167173194,-1.96468977205347,2,0.188394544546073,0.349065989447561,NA,0.3,0.3
"722","P17066; P0DMV9","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"723","P17066; P54652; P11142","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"724","P17081; Q9H4E5; P60953; P60763; P84095; P15153; P63000","15cm vs 50cm",-0.426567239766312,0.0313152868885901,-13.6216934969781,0,NA,NA,NA,0.4,0
"725","P17096","15cm vs 50cm",-0.527085934284284,0.0336002233266361,-15.6869771120373,2,0.00403909457252816,0.122907369068749,NA,0.1,0.1
"726","P17174","15cm vs 50cm",-0.975305751821202,0.106770598696726,-9.13459101780902,2,0.0117733222501435,0.162614553988346,NA,0.2,0.2
"727","P17301","15cm vs 50cm",-0.0606370427550128,0.230047704016024,-0.263584646560042,2,0.81677285201791,0.87637727389304,NA,0.2,0.2
"728","P17540; P12532","15cm vs 50cm",0.389418763508082,0.215715748861069,1.80524030148066,2,0.212794949170822,0.374775648501008,NA,0.333333333333333,0.333333333333333
"729","P17655","15cm vs 50cm",-0.0807169215919027,0.0772932805524346,-1.04429416134234,2,0.405974700384838,0.547465291229021,NA,0.327272727272727,0.327272727272727
"730","P17812","15cm vs 50cm",-0.0752212356049062,0.220076688194275,-0.341795563274306,2,0.765077818882888,0.834264281930192,NA,0.285714285714286,0.285714285714286
"731","P17844","15cm vs 50cm",0.316265213484542,0.119487058521372,2.64685747057681,1,0.229965462976428,0.390821245431229,NA,0.4,0.2
"732","P17858","15cm vs 50cm",-0.8338180670282,0.146667309416671,-5.68509826998586,0,NA,NA,NA,0.4,0
"733","P17900","15cm vs 50cm",0.126897062918968,0.160525502480149,0.790510298727517,0,NA,NA,NA,0.4,0
"734","P17931","15cm vs 50cm",-0.880014313366176,0.18711929330329,-4.70295872665473,2,0.0423603140683331,0.208928611762049,NA,0.266666666666667,0.266666666666667
"735","P17980","15cm vs 50cm",0.551123854946787,0.0145111574938287,37.9793173067806,2,0.000692555130055172,0.105222209426383,NA,0.266666666666667,0.266666666666667
"736","P17987","15cm vs 50cm",0.0786610403254132,0.11386855803962,0.690805624306258,2,0.561091247685153,0.666350679246724,NA,0.272727272727273,0.272727272727273
"737","P18031","15cm vs 50cm",0.0548529497095825,0.223455981106307,0.245475415059428,2,0.828979890753875,0.885939891696563,NA,0.25,0.25
"738","P18065","15cm vs 50cm",-0.0469702529035699,0.125846535830595,-0.373234373068464,0,NA,NA,NA,0.4,0
"739","P18077","15cm vs 50cm",-1.51776029862379,0.303510408925573,-5.00068615108346,2,0.0377397717451877,0.204942731414467,NA,0.25,0.25
"740","P18085","15cm vs 50cm",0.787424161685267,0.224797937199417,3.50280866228211,2,0.0727230323576007,0.238941139059413,NA,0.35,0.35
"741","P18124","15cm vs 50cm",-0.878943324033027,0.0773105375942832,-11.3689976991962,2,0.00764805549427594,0.15424706611907,NA,0.288888888888889,0.288888888888889
"742","P18206","15cm vs 50cm",-0.221627146016638,0.0661421941778308,-3.35076797453632,2,0.0786957517252498,0.242255705385574,NA,0.245714285714286,0.245714285714286
"743","P18283","15cm vs 50cm",0.507796604995983,0.096948003025603,5.23782428877755,2,0.0345709640304812,0.20127715515867,NA,0,0
"744","P18510","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"745","P18583","15cm vs 50cm",0.147975205538096,0.173629054340307,0.852249101397909,2,0.483848186277697,0.611743244409385,NA,0.4,0.4
"746","P18615","15cm vs 50cm",Inf,NA,NA,NA,NA,0,"oneConditionMissing",NA,NA
"747","P18621","15cm vs 50cm",0.127249350190478,0.0412745411636574,3.08299854106002,2,0.0910661603266303,0.254337964931851,NA,0.28,0.28
"748","P18669","15cm vs 50cm",1.11873614984012,0.297459416567141,3.7609706989646,2,0.0639861775085735,0.233551552055302,NA,0.246153846153846,0.246153846153846
"749","P18669; P15259","15cm vs 50cm",0.765713256523382,0.219498956105501,3.48845967247036,2,0.0732582486675741,0.239191330534959,NA,0.2,0.2
"750","P18754","15cm vs 50cm",0.765971532008404,0.0772593296858936,9.91429171237372,2,0.0100209776844113,0.155125478432034,NA,0.228571428571429,0.228571428571429
